,Company,Rating,No_of_ratings,Review,Size,Processor,RAM,Memory,OpSys,Price,MRP,ImgURL
100,DELL,4.0,2049,202,36.0,Intel Core i3 Processor (10th Gen),8,1 TB HDD,64 bit Windows 10 ,38490,54517,https://rukminim1.flixcart.com/image/312/312/ksyz8280/computer/b/7/0/na-thin-and-light-laptop-dell-original-imag6f5zes6jhdzk.jpeg?q=70
101,ASUS,4.2,80,6,40.0,Intel Core i5 Processor (10th Gen),8,512 GB SSD,64 bit Windows 10 ,50490,64990,https://rukminim1.flixcart.com/image/312/312/kuvkcy80/computer/o/6/t/na-thin-and-light-laptop-asus-original-imag7wjdg4dvcdya.jpeg?q=70
102,MSI,4.5,32,6,40.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,74990,111990,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/j/h/b/katana-gf66-12ud-gaming-laptop-msi-original-imageym6wfkavhyh.jpeg?q=70
103,Lenovo,4.3,2841,241,101.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,52990,76890,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
104,ASUS,4.253596614950631,2841,241,46.0,Intel Core i9 Processor (13th Gen),32,1 TB SSD,Windows 11 ,279990,335990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/f/0/-original-imagnychgf7eazwd.jpeg?q=70
105,MSI,4.253596614950631,2841,241,36.0,AMD Ryzen 5 Hexa Core Processor,8,512 GB SSD,Windows 11 ,47990,57990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/p/e/-original-imagnqmwkz8nfwth.jpeg?q=70
106,APPLE,4.4,25,1,34.0,Apple M2 Processor,8,256 GB SSD,Mac OS ,129990,76890,https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/g/u/k/macbook-pro-thin-and-light-laptop-apple-original-imagfdewfh9z3pee.jpeg?q=70
107,Lenovo,4.2,974,75,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,60890,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
108,ASUS,4.253596614950631,2841,241,37.0,Intel Core i9 Processor (12th Gen),32,1 TB SSD,Windows 11 ,159990,254990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/9/g/-original-imaghrfhqeqntfzz.jpeg?q=70
109,Infinix,4.2,36,8,40.0,Intel Core i7 Processor (11th Gen),16,512 GB SSD,64 bit Windows 11 ,49990,79990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/f/r/-original-imagjfgyxmcz7scf.jpeg?q=70
110,APPLE,4.7,9278,829,34.0,Apple M1 Processor,8,512 GB SSD,Mac OS ,99990,110900,https://rukminim1.flixcart.com/image/312/312/kp5sya80/screen-guard/tempered-glass/o/v/n/apple-macbook-air-m1-13-3-inch-lightwings-original-imag3gh5xftgbpg3.jpeg?q=70
111,Lenovo,4.3,252,29,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,60990,93690,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70
112,ASUS,4.4,27,3,36.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,66990,82990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/u/o/-original-imagg6t9hc6wubth.jpeg?q=70
113,Lenovo,4.253596614950631,2841,241,40.0,AMD Ryzen 3 Quad Core Processor,8,256 GB HDD|256 GB SSD,Windows 11 ,35990,56880,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/4/p/v15-thin-and-light-laptop-lenovo-original-imagmm9wydypwjr9.jpeg?q=70
114,ASUS,4.4,1485,254,40.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,41990,58990,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
115,Lenovo,4.2,265,21,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,54990,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/c/3/-original-imagg56h9gat842s.jpeg?q=70
116,DELL,4.253596614950631,2841,241,36.0,AMD Ryzen 5 Hexa Core Processor,8,512 GB SSD,64 bit Windows 11 ,53690,70250,https://rukminim1.flixcart.com/image/312/312/l4x2rgw0/computer/b/i/k/vostro-3425-notebook-dell-original-imagfpqgffqcbzff.jpeg?q=70
117,APPLE,4.8,125,14,41.0,Apple M1 Pro Processor,16,1 TB SSD,Mac OS ,259900,76890,https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/g/z/q/mk1e3hn-a-laptop-apple-original-imag7yzmv57cvg3f.jpeg?q=70
118,ASUS,4.8,8,2,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,91990,112990,https://rukminim1.flixcart.com/image/312/312/l12h1u80/computer/q/v/b/-original-imagcpjgkhmevytp.jpeg?q=70
119,Lenovo,4.253596614950631,2841,241,36.0,AMD Ryzen 7 Octa Core Processor,16,512 GB SSD,64 bit Windows 11 ,97890,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/z/x/14alc7-thin-and-light-laptop-lenovo-original-imaggujjhgppfkfg.jpeg?q=70
120,MSI,4.253596614950631,2841,241,36.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,45990,54990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/r/2/n/modern-14-c11m-031in-thin-and-light-laptop-msi-original-imagnjymxrnuxtwt.jpeg?q=70
121,acer,4.5,481,73,40.0,Intel Core i7 Processor (11th Gen),16,1 TB HDD|512 GB SSD,64 bit Windows 10 ,95990,149999,https://rukminim1.flixcart.com/image/312/312/ks7tuvk0/computer/i/e/z/predator-helios-300-gaming-laptop-acer-original-imag5txxsjgxh47z.jpeg?q=70
122,HP,4.253596614950631,2841,241,40.0,AMD Ryzen 3 Quad Core Processor,8,512 GB SSD,Windows 11 ,38490,50565,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/3/c/w/15s-eq2213au-thin-and-light-laptop-hp-original-imagm2hcekkvkezb.jpeg?q=70
123,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
124,HP,4.7,3,0,36.0,Intel Core i7 Processor (12th Gen),16,1 TB SSD,64 bit Windows 11 ,84990,102473,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/v/m/-original-imagmnmr59pmudx6.jpeg?q=70
125,ASUS,4.253596614950631,2841,241,41.0,AMD Ryzen 7 Octa Core Processor,16,1 TB SSD,64 bit Windows 11 ,171990,230990,https://rukminim1.flixcart.com/image/312/312/l59xq4w0/computer/w/e/b/gv601re-m6012ws-gaming-laptop-asus-original-imagfzchctgpefz6.jpeg?q=70
126,DELL,4.3,79,3,40.0,AMD Ryzen 3 Dual Core Processor,8,512 GB SSD,64 bit Windows 11 ,39990,54435,https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/computer/z/t/0/inspiron-3515-notebook-dell-original-imagd5jzfjyuze5g.jpeg?q=70
127,Lenovo,4.3,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,55990,83890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
128,DELL,4.4,293,39,36.0,AMD Ryzen 5 Hexa Core Processor,8,512 GB SSD,64 bit Windows 10 ,68499,92999,https://rukminim1.flixcart.com/image/312/312/kqe3low0/computer/m/g/r/inspiron-7415-2-in-1-laptop-dell-original-imag4ewka4uhnx4w.jpeg?q=70
129,acer,5.0,8,2,40.0,Intel Core i9 Processor (11th Gen),16,1 TB SSD,64 bit Windows 11 ,134999,169999,https://rukminim1.flixcart.com/image/312/312/l01blow0/computer/f/8/m/predator-helios-300-gaming-laptop-acer-original-imagbx25hvqxzqsm.jpeg?q=70
130,DELL,4.1,234,31,40.0,Intel Core i3 Processor (10th Gen),8,512 GB SSD,64 bit Windows 11 ,40690,55444,https://rukminim1.flixcart.com/image/312/312/kzvlua80/computer/e/y/f/vostro-3510-thin-and-light-laptop-dell-original-imagbsn5hgcnmxqs.jpeg?q=70
131,Lenovo,4.2,974,75,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,60890,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
132,ASUS,4.253596614950631,2841,241,41.0,AMD Ryzen 9 Octa Core Processor,32,2 TB SSD,64 bit Windows 11 ,361990,431990,https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/5/q/p/gx650rm-ls019ws-gaming-laptop-asus-original-imagfyg8tkytthbb.jpeg?q=70
133,ASUS,5.0,4,0,40.0,Intel Core i9 Processor (12th Gen),32,1 TB SSD,64 bit Windows 11 ,281990,359990,https://rukminim1.flixcart.com/image/312/312/l0vbukw0/computer/4/i/k/-original-imagckcfgfba4fja.jpeg?q=70
134,HP,4.253596614950631,2841,241,44.0,Intel Core i9 Processor (12th Gen),32,2 TB SSD,64 bit Windows 11 ,298990,344736,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/j/i/17-ck1022tx-gaming-laptop-hp-original-imagg24gfaewgdzf.jpeg?q=70
135,Lenovo,4.2,31,3,40.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,Windows 11 ,54300,84603,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/b/0/15itl6-thin-and-light-laptop-lenovo-original-imagkwgzafjp33es.jpeg?q=70
136,HP,4.2,1453,131,36.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,60990,75190,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/q/2/-original-imagkqwzyzfahqac.jpeg?q=70
137,MSI,4.7,65,17,40.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,85990,98341,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/n/t/g/sword-15-a12ud-gaming-laptop-msi-original-imageymchyn4ypgz.jpeg?q=70
138,HP,4.5,4,0,36.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,Windows 11 ,79990,99527,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/l/8/14-eh0021tu-thin-and-light-laptop-hp-original-imaghubybwgeghrt.jpeg?q=70
139,Lenovo,4.3,252,29,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,60990,93690,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70
140,Lenovo,4.253596614950631,2841,241,41.0,AMD Ryzen 7 Octa Core Processor,32,1 TB SSD,64 bit Windows 11 ,189990,260290,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/j/g/j/16arh7h-gaming-laptop-lenovo-original-imagheh6c3x4empb.jpeg?q=70
141,MSI,4.3,187,23,40.0,Intel Core i7 Processor (11th Gen),16,512 GB SSD,64 bit Windows 10 ,84990,123990,https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/computer/v/x/u/katana-gf66-11ud-thin-and-light-laptop-msi-original-imag6hgucfpqacvt.jpeg?q=70
142,MSI,4.253596614950631,2841,241,40.0,Intel Core i7 Processor (12th Gen),16,1 TB SSD,64 bit Windows 11 ,244990,279990,https://rukminim1.flixcart.com/image/312/312/kyag87k0/computer/7/r/u/raider-ge66-12ugs-gaming-laptop-msi-original-imagakb9zw7gqzcm.jpeg?q=70
143,Lenovo,4.2,265,21,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,54990,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/c/3/-original-imagg56h9gat842s.jpeg?q=70
144,ASUS,4.5,126,15,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,Windows 11 ,82990,103990,https://rukminim1.flixcart.com/image/312/312/l4n2oi80/computer/q/u/u/-original-imagfhpzry32pdyg.jpeg?q=70
145,MSI,4.3,187,23,40.0,Intel Core i7 Processor (11th Gen),16,512 GB SSD,64 bit Windows 10 ,84990,123990,https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/computer/v/x/u/katana-gf66-11ud-thin-and-light-laptop-msi-original-imag6hgucfpqacvt.jpeg?q=70
146,ASUS,4.253596614950631,2841,241,41.0,AMD Ryzen 9 Octa Core Processor,32,2 TB SSD,64 bit Windows 11 ,391990,467990,https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/5/q/p/gx650rm-ls019ws-gaming-laptop-asus-original-imagfyg8tkytthbb.jpeg?q=70
147,Lenovo,4.3,115,6,40.0,Intel Core i3 Processor (11th Gen),8,1 TB HDD|256 GB SSD,64 bit Windows 11 ,39490,59390,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70
148,HP,4.253596614950631,2841,241,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,65990,86674,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/o/l/w/15-fa0353tx-gaming-laptop-hp-original-imaggytdx6zpv6qg.jpeg?q=70
149,DELL,5.0,4,0,40.0,"Processor: Intel i3-1215U (0.9 GHz up to 4.40 GHz), 6 Cores & 10 MB CPU Cache",8,"Graphics: Integrated, Keyboard: Backlit Keyboard + Fingerprint Reader","Display: 14.0"" (35.56Cms) FHD+ WVA Truelife Touch Narrow Border 250 nits",56749,73735,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/k/e/-original-imagkz7pm2gzedte.jpeg?q=70
150,ASUS,4.4,27,3,36.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,66990,82990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/u/o/-original-imagg6t9hc6wubth.jpeg?q=70
151,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
152,APPLE,4.253596614950631,2841,241,41.0,Apple M2 Max Processor,32,1 TB SSD,Mac OS ,349900,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/o/a/mnwc3hn-a-laptop-apple-original-imagmfhegkrgcnhp.jpeg?q=70
153,HP,4.3,4,1,39.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,Windows 11 ,69990,89946,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/l/e/k/15-fb0040ax-gaming-laptop-hp-original-imaggyuezf9qtypd.jpeg?q=70
154,MSI,4.7,17,1,40.0,Intel Core i7 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,107990,134990,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/p/i/1/crosshair-15-b12uez-gaming-laptop-msi-original-imageymuhhs7djjf.jpeg?q=70
155,Lenovo,4.3,2841,241,101.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,52990,76890,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
156,acer,4.5,481,73,40.0,Intel Core i7 Processor (11th Gen),16,1 TB HDD|512 GB SSD,64 bit Windows 10 ,95990,149999,https://rukminim1.flixcart.com/image/312/312/ks7tuvk0/computer/i/e/z/predator-helios-300-gaming-laptop-acer-original-imag5txxsjgxh47z.jpeg?q=70
157,DELL,4.253596614950631,2841,241,40.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,72190,99155,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/h/w/-original-imaghzahgukpkyfu.jpeg?q=70
158,HP,4.1,18,2,41.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,Windows 11 ,62990,88056,https://rukminim1.flixcart.com/image/312/312/kwv0djk0/computer/2/u/m/16-e0162ax-gaming-laptop-hp-original-imag9g7ytxnpfvxh.jpeg?q=70
159,Lenovo,4.3,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,55990,83890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
160,ASUS,4.2,484,42,36.0,AMD Ryzen 5 Quad Core Processor,8,512 GB SSD,32 bit Windows 11 ,41990,57990,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
161,DELL,4.253596614950631,2841,241,44.0,Intel Core i9 Processor (11th Gen),32,1 TB SSD,64 bit Windows 11 ,323990,434830,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/5/r/alienware-x17-r1-gaming-laptop-dell-original-imagjwuyrtbtyzg3.jpeg?q=70
162,APPLE,4.253596614950631,2841,241,41.0,Apple M2 Pro Processor,16,1 TB SSD,Mac OS ,269900,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/o/a/mnwc3hn-a-laptop-apple-original-imagmfhegkrgcnhp.jpeg?q=70
163,Lenovo,4.2,974,75,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,60890,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
164,ASUS,4.253596614950631,2841,241,40.0,Intel Core i9 Processor (12th Gen),32,1 TB SSD,64 bit Windows 11 ,281990,362990,https://rukminim1.flixcart.com/image/312/312/l1jmc280/computer/d/u/f/g533zw-ln136ws-gaming-laptop-asus-original-imagd39725zjzt5v.jpeg?q=70
165,DELL,4.5,11,2,34.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,78190,99861,https://rukminim1.flixcart.com/image/312/312/l4x2rgw0/computer/t/c/y/inspiron-5320-thin-and-light-laptop-dell-original-imagfpzgrnw6hykf.jpeg?q=70
166,APPLE,4.7,765,86,34.0,Apple M1 Processor,16,512 GB SSD,Mac OS ,129990,132900,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/b/v/q/na-thin-and-light-laptop-apple-original-imagaygvkp7pjexm.jpeg?q=70
167,Lenovo,3.0,4,0,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,53500,81000,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70
168,APPLE,4.3,13,5,41.0,Apple M1 Max Processor,32,1 TB SSD,Mac OS ,329900,76890,https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/3/n/s/mk183hn-a-laptop-apple-original-imag7yzkbgbwvwq3.jpeg?q=70
169,acer,4.3,59,7,40.0,Intel Core i3 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,54999,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/d/7/aspire-3-notebook-acer-original-imagg62zgjtdhffs.jpeg?q=70
170,MSI,4.4,2436,324,40.0,AMD Ryzen 5 Hexa Core Processor,8,512 GB SSD,64 bit Windows 10 ,53000,83990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/3/l/-original-imagha3pvvc2xuz2.jpeg?q=70
171,HP,4.2,253,20,36.0,AMD Ryzen 5 Hexa Core Processor,16,512 GB SSD,64 bit Windows 11 ,49990,59240,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
172,HP,4.253596614950631,2841,241,41.0,AMD Ryzen 7 Octa Core Processor,8,512 GB SSD,64 bit Windows 11 ,62990,90056,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/z/o/16-e0550ax-gaming-laptop-hp-original-imagjfqztvhqbyyh.jpeg?q=70
173,APPLE,4.253596614950631,2841,241,41.0,Apple M2 Pro Processor,16,1 TB SSD,Mac OS ,269900,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/w/g/mnwa3hn-a-laptop-apple-original-imagmfhehcvgub84.jpeg?q=70
174,Infinix,4.4,11,3,40.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,64 bit Windows 11 ,44990,59990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/f/r/-original-imagjfgyxmcz7scf.jpeg?q=70
175,Lenovo,4.3,2841,241,101.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,52990,76890,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
176,HP,4.0,3,0,41.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,59990,84419,https://rukminim1.flixcart.com/image/312/312/kwv0djk0/computer/2/u/m/16-e0162ax-gaming-laptop-hp-original-imag9g7ytxnpfvxh.jpeg?q=70
177,DELL,4.4,171,18,38.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,42690,54510,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/o/d/w/-original-imagf35eyyeezqpk.jpeg?q=70
178,DELL,4.253596614950631,2841,241,44.0,Intel Core i9 Processor (12th Gen),32,1 TB HDD|1 TB SSD,64 bit Windows 11 ,334990,374003,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/g/r/alienware-x17-r2-gaming-laptop-dell-original-imagjh6whbhgguhg.jpeg?q=70
179,Lenovo,4.3,2841,241,40.0,Intel Core i5 Processor (11th Gen),8,512 GB SSD,Windows 11 ,55990,83890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
180,APPLE,4.7,30,5,35.0,Apple M2 Processor,8,256 GB SSD,Mac OS ,119900,76890,https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/5/h/h/macbook-air-thin-and-light-laptop-apple-original-imagfdfew8gszzhk.jpeg?q=70
181,SAMSUNG,4.3,9,2,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,74990,85990,https://rukminim1.flixcart.com/image/312/312/l37mtu80/computer/o/o/w/np750xee-xb1in-thin-and-light-laptop-samsung-original-imagednvzzu7t23v.jpeg?q=70
182,HP,4.0,103,14,40.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,64 bit Windows 11 ,71990,83710,https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/o/q/u/eg2035tu-thin-and-light-laptop-hp-original-imagdtzgzfs6gjfy.jpeg?q=70
183,Lenovo,4.2,974,75,36.0,Intel Core i3 Processor (11th Gen),8,256 GB SSD,64 bit Windows 11 ,33990,60890,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
184,MSI,4.253596614950631,2841,241,43.0,Intel Core i9 Processor (13th Gen),32,2 TB SSD,Windows 11 ,399990,447990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/w/7/raider-ge78hx-13vh-088in-gaming-laptop-msi-original-imagmmhz3pyvmxbp.jpeg?q=70
185,ASUS,4.253596614950631,2841,241,44.0,AMD Ryzen 9 Octa Core Processor,16,1 TB SSD,64 bit Windows 11 ,210990,272990,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/e/t/g713rs-ll023ws-gaming-laptop-asus-original-imaghyvm3bkwrsy9.jpeg?q=70
186,HP,4.5,4,0,36.0,Intel Core i5 Processor (12th Gen),16,512 GB SSD,Windows 11 ,79990,99527,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/l/8/14-eh0021tu-thin-and-light-laptop-hp-original-imaghubybwgeghrt.jpeg?q=70
187,Lenovo,4.2,31,3,40.0,Intel Core i5 Processor (11th Gen),16,512 GB SSD,Windows 11 ,54300,84603,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/b/0/15itl6-thin-and-light-laptop-lenovo-original-imagkwgzafjp33es.jpeg?q=70
188,DELL,4.1,33,7,40.0,Processor: R5-5625U (2.30 GHz up to 4.30 GHz),8,Software: Win 11 + Office H&S 2021,"Display: 15.6"" FHD WVA AG Narrow Border 120Hz 250 nits",52490,69031,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/u/x/inspiron-3525-thin-and-light-laptop-dell-original-imagg42smhwrtf3g.jpeg?q=70
189,Mi,4.2,574,60,36.0,Intel Core i7 Processor (10th Gen),8,512 GB SSD,64 bit Windows 10 ,56490,65999,https://rukminim1.flixcart.com/image/312/312/kl2mljk0/computer/h/h/r/na-thin-and-light-laptop-mi-original-imagy9zzhzwbgqha.jpeg?q=70
190,HP,4.253596614950631,2841,241,41.0,AMD Ryzen 7 Octa Core Processor,8,512 GB SSD,64 bit Windows 11 ,74990,92395,https://rukminim1.flixcart.com/image/312/312/kvvad8w0/keyboard-skin/k/j/i/laptop-premium-keyboard-cover-protector-fit-with-victus-by-hp-original-imag8njdqea2ucrh.jpeg?q=70
191,Lenovo,4.2,265,21,40.0,Intel Core i5 Processor (12th Gen),8,512 GB SSD,64 bit Windows 11 ,54990,76890,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/c/3/-original-imagg56h9gat842s.jpeg?q=70
192,DELL,3.3,3,0,40.0,Intel Core i3 Processor (11th Gen),8,512 GB SSD,64 bit Windows 11 ,42790,60837,https://rukminim1.flixcart.com/image/312/312/kzygpzk0/computer/z/p/p/inspiron-3511-thin-and-light-laptop-dell-original-imagbuv2dwaehygy.jpeg?q=70
